name,year,selling_price,km_driven,transmission,owner,seats,max_power (in bph),Mileage
Maruti,2007,150000,75000,Manual,First Owner,5,46.3,19.7
Maruti,2009,170000,90000,Manual,Second Owner,5,46.3,19.7
Toyota,2018,730000,90000,Manual,First Owner,5,67.05,23.59
Tata,2016,320000,120000,Manual,First Owner,5,74.0,22.95
Hyundai,2014,300000,30000,Manual,Second Owner,5,78.9,20.36
Maruti,2016,562000,25339,Manual,First Owner,5,83.1,21.4
Hyundai,2014,250000,10000,Manual,First Owner,5,55.2,21.1
Tata,2017,484999,35000,Manual,First Owner,5,88.7,20.65
Hyundai,2013,280000,35000,Manual,Second Owner,5,78.9,20.36
Maruti,2015,571000,68000,Manual,Second Owner,7,88.76,20.77
Tata,2012,175000,60000,Manual,First Owner,5,74.0,22.3
Ford,2011,204999,70000,Manual,Second Owner,5,68.0,20.0
Mahindra,2015,445000,62000,Manual,First Owner,7,74.96,21.0
Hyundai,2016,819999,39000,Manual,First Owner,5,126.2,19.67
Hyundai,2016,825000,39000,Manual,First Owner,5,88.7,21.38
Ford,2015,599000,92651,Manual,First Owner,5,98.96,21.7
Hyundai,2013,165000,45000,Manual,Second Owner,5,55.2,21.1
Maruti,2016,470000,23700,Manual,First Owner,5,81.8,20.4
Renault,2017,900000,50000,Manual,First Owner,5,108.45,20.37
Hyundai,2017,715000,60000,Manual,First Owner,5,88.73,21.19
Ford,2014,300000,80000,Manual,First Owner,5,68.05,20.0
Hyundai,2016,380000,80000,Manual,First Owner,5,68.05,19.81
Hyundai,2014,351000,25000,Manual,First Owner,5,78.9,20.36
Maruti,2020,350000,5000,Manual,First Owner,5,47.3,22.05
Hyundai,2015,535000,80000,Manual,First Owner,5,88.73,22.54
Hyundai,2016,280000,19000,Manual,First Owner,5,55.2,21.1
Maruti,2019,650000,33000,Automatic,First Owner,5,81.8,21.21
Hyundai,2020,360000,65000,Manual,Second Owner,5,81.86,20.14
Volkswagen,2017,575000,40000,Manual,First Owner,5,108.62,21.66
Maruti,2016,325000,50000,Manual,First Owner,5,67.04,20.51
Maruti,2016,250000,20000,Manual,First Owner,5,47.3,22.74
Renault,2014,425000,69000,Manual,First Owner,5,83.8,19.87
Maruti,2016,500000,22947,Manual,First Owner,5,81.8,20.4
Hyundai,2013,300000,30000,Manual,Second Owner,5,78.9,20.36
Hyundai,2016,270000,7672,Manual,First Owner,5,55.2,21.1
Maruti,2010,160000,36659,Manual,First Owner,5,46.3,19.7
Maruti,2009,160000,70000,Manual,Third Owner,5,46.3,19.7
Ford,2012,220000,100000,Manual,Second Owner,5,68.0,20.0
Hyundai,2017,670000,48000,Manual,First Owner,5,88.73,22.54
Hyundai,2018,780000,35000,Manual,First Owner,5,88.73,22.54
Maruti,2017,515000,23000,Manual,First Owner,5,83.1,21.4
Hyundai,2017,800000,14000,Manual,First Owner,5,88.73,22.54
Hyundai,2013,200000,60000,Manual,Second Owner,5,55.2,21.1
Maruti,2013,250000,35000,Manual,First Owner,5,67.1,20.92
Renault,2012,250000,120000,Manual,Third Owner,5,78.0,21.8
Maruti,2014,650000,68000,Manual,First Owner,5,74.0,22.9
Honda,2016,950000,60000,Manual,First Owner,7,98.6,21.9
Hyundai,2016,300000,35000,Manual,First Owner,5,55.2,21.1
Tata,2017,493000,40000,Manual,First Owner,5,84.0,20.3
Ford,2010,185000,124316,Manual,Second Owner,5,68.0,20.0
Mahindra,2019,1225000,6544,Manual,First Owner,5,115.0,20.0
Hyundai,2008,130000,30000,Manual,Second Owner,5,68.05,19.81
Maruti,2019,685000,19000,Automatic,First Owner,5,83.1,21.4
Maruti,2020,399000,5000,Manual,First Owner,5,61.7,21.94
Maruti,2012,450000,97000,Manual,Third Owner,5,74.0,22.9
Ford,2012,320000,103994,Manual,Fourth & Above Owner,5,68.0,20.0
Maruti,2011,350000,115000,Manual,Fourth & Above Owner,5,88.8,21.5
Tata,2012,285000,178000,Manual,Second Owner,5,74.0,22.3
Ford,2011,300000,80000,Manual,First Owner,5,68.0,20.0
Maruti,2004,100000,100000,Manual,Second Owner,5,46.3,19.7
Hyundai,2012,300000,41000,Manual,Second Owner,5,78.9,20.36
Maruti,2011,199000,70000,Manual,Third Owner,5,67.1,20.92
Renault,2012,545000,90000,Manual,Second Owner,5,83.8,20.46
Maruti,2014,570000,80000,Manual,Second Owner,7,88.8,20.77
Maruti,2009,114999,100000,Manual,First Owner,5,46.3,19.7
Tata,2018,450000,35000,Manual,First Owner,5,84.0,20.3
Renault,2019,600000,5000,Manual,First Owner,7,72.0,20.0
Maruti,2014,254999,40000,Manual,Second Owner,5,67.1,20.92
Maruti,2008,221000,35008,Manual,First Owner,5,67.05,21.79
Toyota,2014,480000,54891,Manual,First Owner,5,67.04,23.59
Hyundai,2018,1000000,30000,Automatic,First Owner,5,126.2,22.0
Renault,2012,245000,100000,Manual,First Owner,5,63.1,23.08
Toyota,2010,425000,83585,Manual,First Owner,5,87.2,21.43
Renault,2017,750000,48406,Manual,First Owner,5,83.8,19.87
Hyundai,2016,570000,56239,Manual,First Owner,5,88.73,22.54
Maruti,2015,585000,33243,Manual,First Owner,5,83.1,21.4
Renault,2018,900000,35000,Manual,First Owner,7,83.8,21.04
Maruti,2015,400000,50000,Manual,First Owner,5,83.11,20.4
Maruti,2009,140000,35000,Manual,First Owner,5,46.3,19.7
Maruti,2017,380000,29000,Automatic,First Owner,5,67.0,20.51
Maruti,2018,630000,15000,Manual,First Owner,5,81.8,21.21
Maruti,2009,120000,17000,Manual,First Owner,5,46.3,19.7
Tata,2012,287000,120000,Manual,First Owner,5,88.8,21.12
Maruti,2016,550000,45000,Manual,First Owner,5,83.1,21.4
Maruti,2016,300000,25000,Manual,First Owner,5,47.3,22.74
Maruti,2015,300000,50000,Manual,Third Owner,5,67.04,20.51
Hyundai,2010,210000,110000,Manual,First Owner,5,78.9,20.36
Hyundai,2013,500000,87000,Manual,Second Owner,5,126.32,22.32
Maruti,2013,509999,148000,Manual,First Owner,7,88.8,20.77
Hyundai,2013,459999,60000,Manual,Second Owner,5,88.76,21.27
Maruti,2015,310000,18000,Manual,First Owner,5,47.3,22.74
Tata,2018,775000,80000,Manual,First Owner,5,74.0,22.95
Maruti,2004,105000,96000,Manual,Third Owner,5,46.3,19.7
Hyundai,2013,360000,210000,Manual,Third Owner,5,88.76,21.9
Volkswagen,2012,400000,60000,Manual,Third Owner,5,105.0,20.5
Maruti,2014,600000,90000,Manual,First Owner,5,74.0,23.4
Mahindra,2012,140000,120000,Manual,Second Owner,5,65.0,21.03
Tata,2008,210000,100000,Manual,First Owner,5,70.0,19.61
Hyundai,2008,200000,40000,Manual,First Owner,5,78.9,20.36
Tata,2013,316000,140000,Manual,First Owner,5,88.76,21.02
Maruti,2015,650000,100000,Manual,First Owner,7,88.76,20.77
Ford,2014,400000,30000,Manual,First Owner,5,68.05,20.0
Ford,2018,900000,19000,Manual,First Owner,5,98.96,23.0
Hyundai,2015,600000,40000,Manual,First Owner,5,88.73,22.54
Hyundai,2014,575000,106000,Manual,First Owner,5,126.32,22.32
Volkswagen,2012,280000,80000,Manual,Third Owner,5,103.6,20.54
Hyundai,2015,580000,74000,Manual,Second Owner,5,88.73,21.19
Hyundai,2013,500000,70000,Manual,Third Owner,5,126.32,22.32
Hyundai,2011,225000,80000,Manual,Second Owner,5,78.9,20.36
Hyundai,2011,350000,100000,Manual,Second Owner,5,90.0,23.0
Hyundai,2011,235000,80000,Manual,Second Owner,5,78.9,20.36
Maruti,2010,190000,35000,Manual,First Owner,5,46.3,19.7
Tata,2011,325000,79000,Manual,First Owner,5,88.8,21.12
Volkswagen,2011,300000,120000,Manual,Third Owner,5,103.6,20.54
Tata,2017,550000,10000,Manual,First Owner,5,84.0,20.3
Maruti,2013,450000,108800,Manual,Third Owner,5,74.0,22.9
Hyundai,2009,199000,70000,Manual,Second Owner,5,78.9,20.36
Ford,2011,240000,72000,Manual,First Owner,5,68.0,20.0
Maruti,2006,120000,100000,Manual,Second Owner,5,46.3,19.7
Hyundai,2017,265000,100000,Manual,First Owner,5,55.2,21.1
Tata,2015,400000,100000,Manual,First Owner,5,88.7,23.0
Hyundai,2013,345000,40000,Manual,First Owner,5,88.8,21.9
Maruti,2018,620000,15000,Automatic,First Owner,5,81.8,20.89
Maruti,2018,700000,10000,Manual,Second Owner,5,83.1,21.4
Tata,2012,200000,90000,Manual,First Owner,5,74.0,22.3
Toyota,2011,365000,185000,Manual,Second Owner,5,87.2,21.43
Maruti,2018,740000,9000,Automatic,First Owner,5,83.1,21.4
Maruti,2019,570000,19000,Automatic,Second Owner,5,81.8,20.89
Tata,2013,250000,100000,Manual,First Owner,5,70.0,23.57
Maruti,2017,430000,20000,Automatic,First Owner,5,67.0,20.51
Hyundai,2014,225000,35000,Manual,First Owner,5,55.2,21.1
Hyundai,2014,440000,70000,Manual,Second Owner,5,88.73,22.54
Maruti,2013,420000,105000,Manual,Second Owner,5,74.0,23.4
Renault,2013,425000,152186,Manual,Second Owner,5,83.8,20.45
Hyundai,2013,295000,82246,Manual,First Owner,5,78.9,20.36
Maruti,2016,540000,20000,Manual,First Owner,5,81.8,20.4
Toyota,2011,350000,100000,Manual,Second Owner,5,67.1,23.59
Ford,2011,250000,78562,Manual,First Owner,5,68.0,20.0
Hyundai,2011,450000,96000,Manual,Fourth & Above Owner,5,126.32,22.32
Hyundai,2014,420000,50000,Manual,First Owner,5,88.73,22.54
Hyundai,2011,375000,35000,Manual,Second Owner,5,126.32,22.32
Maruti,2017,430000,10000,Manual,First Owner,5,67.04,23.1
Maruti,2017,630000,35000,Manual,First Owner,5,83.1,21.4
Tata,2018,550000,23000,Manual,First Owner,5,84.0,20.3
Hyundai,2013,370000,80000,Manual,First Owner,5,88.76,21.9
Maruti,2019,550000,40000,Manual,First Owner,5,81.8,21.21
Renault,2017,300000,30000,Manual,First Owner,5,67.0,23.01
Tata,2011,150000,120000,Manual,First Owner,5,69.0,23.03
Hyundai,2016,550000,90000,Manual,Second Owner,5,88.73,22.54
Hyundai,2015,500000,90000,Manual,First Owner,5,88.73,22.54
Maruti,2014,525000,110000,Manual,Second Owner,7,88.76,20.77
Renault,2019,220000,90000,Manual,First Owner,5,67.0,23.01
Maruti,2013,215000,35000,Manual,First Owner,5,47.3,22.74
Volkswagen,2012,335000,100000,Manual,First Owner,5,103.6,20.54
Ford,2011,135000,120000,Manual,Second Owner,5,68.0,20.0
Hyundai,2017,575000,50000,Manual,First Owner,5,88.73,22.54
Hyundai,2014,170000,70000,Manual,Second Owner,5,55.2,21.1
Maruti,2014,250999,30000,Manual,First Owner,5,47.3,22.74
Maruti,2020,250999,30000,Manual,First Owner,5,47.3,22.05
Maruti,2013,170000,60000,Manual,Second Owner,5,47.3,22.74
Maruti,2014,250000,20000,Manual,First Owner,5,47.3,22.74
Hyundai,2013,200000,80000,Manual,First Owner,5,55.2,21.1
Hyundai,2017,270000,50000,Manual,First Owner,5,55.2,21.1
Mahindra,2018,400000,50000,Manual,First Owner,8,45.0,23.5
Maruti,2010,217000,120000,Manual,First Owner,5,73.9,21.1
Maruti,2017,810000,80000,Manual,First Owner,5,91.1,20.73
Maruti,2015,369000,20000,Manual,Second Owner,5,67.04,20.51
Hyundai,2017,750000,27000,Manual,First Owner,5,88.73,22.54
Hyundai,2013,520000,88000,Manual,Second Owner,5,126.32,22.32
Hyundai,2012,415000,80000,Manual,Second Owner,5,126.32,22.32
Hyundai,2019,700000,60000,Manual,First Owner,5,88.76,22.54
Maruti,2017,484999,26000,Manual,Second Owner,5,81.8,21.21
Hyundai,2014,220000,60000,Manual,Second Owner,5,55.2,21.1
Hyundai,2014,320000,80000,Manual,Second Owner,5,78.9,20.36
Maruti,2011,375000,90000,Manual,Second Owner,5,74.0,22.9
Hyundai,2012,440000,80000,Manual,Second Owner,5,126.32,22.32
Toyota,2014,420000,120000,Manual,First Owner,5,67.04,23.59
Volkswagen,2019,800000,25000,Manual,First Owner,5,108.62,21.66
Toyota,2015,450000,25000,Manual,First Owner,5,67.04,23.59
Maruti,2012,459999,87000,Manual,First Owner,7,88.76,20.77
Tata,2011,149000,148000,Manual,Second Owner,5,88.8,21.12
Maruti,2014,501000,68000,Manual,First Owner,5,74.0,22.9
Hyundai,2016,275000,47000,Manual,First Owner,5,55.2,21.1
Hyundai,2018,825000,71500,Manual,First Owner,5,88.73,22.54
Toyota,2012,411000,110000,Manual,First Owner,5,67.04,23.59
Maruti,2012,511000,8500,Manual,First Owner,5,81.8,22.0
Volkswagen,2012,300000,60300,Manual,First Owner,5,73.9,22.07
Tata,2015,400000,35000,Manual,First Owner,5,88.7,23.0
Hyundai,2008,180000,44391,Manual,Second Owner,5,68.05,19.81
Toyota,2013,325000,120000,Manual,First Owner,5,67.06,23.59
Tata,2015,350000,90000,Manual,Second Owner,5,88.7,23.0
Hyundai,2017,300000,15151,Manual,Second Owner,5,55.2,21.1
Hyundai,2011,206000,100000,Manual,First Owner,5,68.05,19.81
Toyota,2014,415000,146000,Manual,First Owner,5,67.06,23.59
Hyundai,2017,350000,20000,Manual,First Owner,5,55.2,21.1
Toyota,2017,632000,150000,Manual,First Owner,5,67.05,23.59
Maruti,2014,325000,70000,Manual,Second Owner,5,61.7,21.94
Hyundai,2008,180000,100000,Manual,Third Owner,5,68.05,19.81
Maruti,2014,450000,15000,Manual,Second Owner,7,88.76,20.77
Toyota,2016,509999,80000,Manual,Second Owner,5,67.05,23.59
Maruti,2011,140000,72000,Manual,Second Owner,5,46.3,19.7
Renault,2012,400000,100000,Manual,Second Owner,5,83.8,20.46
Hyundai,2014,620000,110000,Manual,First Owner,5,88.73,22.54
Hyundai,2012,190000,100000,Manual,First Owner,5,55.2,21.1
Hyundai,2018,380000,25000,Manual,First Owner,5,55.2,21.1
Ford,2019,1145000,20000,Manual,First Owner,5,98.96,23.0
Tata,2017,540000,70000,Manual,First Owner,5,74.0,22.95
Maruti,2009,135000,50000,Manual,First Owner,5,46.3,19.7
Maruti,2016,411000,25000,Manual,Second Owner,5,67.04,23.1
Maruti,2012,335000,72072,Manual,First Owner,5,73.9,21.1
Ford,2012,300000,54000,Manual,First Owner,5,68.0,20.0
Hyundai,2012,415000,82082,Manual,First Owner,5,88.73,22.54
Hyundai,2018,1150000,49000,Automatic,First Owner,5,126.2,22.0
Hyundai,2013,195000,58609,Manual,Second Owner,5,55.2,21.1
Tata,2018,749000,30000,Manual,First Owner,5,108.5,21.5
Mahindra,2011,200000,120000,Manual,Third Owner,5,64.1,21.0
Tata,2014,240000,168000,Manual,Second Owner,5,74.0,22.3
Maruti,2008,145000,120000,Manual,Second Owner,5,46.3,19.7
Maruti,2016,450000,5800,Manual,Second Owner,5,67.04,20.51
Hyundai,2016,335000,17000,Manual,First Owner,5,55.2,21.1
Maruti,2018,459999,5000,Manual,First Owner,5,67.04,20.51
Tata,2012,140000,195000,Manual,Second Owner,5,88.8,21.12
Hyundai,2012,200000,70000,Manual,First Owner,5,55.2,21.1
Hyundai,2012,180000,100000,Manual,Second Owner,5,55.2,21.1
Maruti,2015,550000,25000,Manual,First Owner,5,81.8,20.4
Maruti,2012,550000,67000,Manual,First Owner,7,88.76,20.77
Renault,2013,315000,85000,Manual,First Owner,5,63.12,23.08
Hyundai,2011,360000,80000,Manual,Second Owner,5,126.32,22.32
Maruti,2014,300000,31000,Manual,First Owner,5,67.04,20.51
Maruti,2016,350000,20000,Manual,First Owner,5,67.04,20.51
Ford,2017,700000,60000,Manual,First Owner,5,98.59,22.77
Maruti,2013,415000,102996,Manual,Second Owner,5,74.0,23.4
Hyundai,2015,550000,60000,Manual,First Owner,5,88.73,22.54
Ford,2013,480000,87452,Manual,Second Owner,5,98.59,22.77
Ford,2018,750000,17000,Manual,First Owner,5,98.96,23.0
Maruti,2019,650000,10000,Automatic,First Owner,5,81.8,21.21
Maruti,2016,300000,5000,Manual,First Owner,5,47.3,22.74
Maruti,2009,150000,40000,Manual,First Owner,5,46.3,19.7
Hyundai,2016,310000,25000,Manual,First Owner,5,55.2,21.1
Maruti,2009,195000,40000,Manual,First Owner,5,46.3,19.7
Hyundai,2015,615000,72000,Manual,First Owner,5,88.73,22.54
Hyundai,2013,350000,70000,Manual,Second Owner,5,88.76,21.9
Hyundai,2017,650000,32331,Manual,Second Owner,5,88.73,22.54
Hyundai,2016,1100000,70000,Manual,First Owner,5,126.2,19.67
Hyundai,2010,285000,80000,Manual,Second Owner,5,90.0,23.0
Hyundai,2016,900000,98000,Manual,First Owner,5,126.2,19.67
Hyundai,2011,340000,80000,Manual,Second Owner,5,90.0,21.9
Hyundai,2012,222000,120000,Manual,First Owner,5,55.2,21.1
Maruti,2014,320000,70000,Manual,First Owner,5,67.04,20.51
Renault,2012,500000,120000,Manual,Second Owner,5,78.0,21.8
Renault,2017,500000,80000,Manual,Second Owner,5,63.1,23.08
Tata,2012,200000,230000,Manual,First Owner,5,70.0,23.57
Ford,2019,900000,35000,Manual,First Owner,5,98.96,23.0
Hyundai,2011,165000,97000,Manual,Third Owner,5,68.05,19.81
Hyundai,2011,160000,60000,Manual,First Owner,5,68.05,19.81
Maruti,2014,430000,90000,Manual,First Owner,5,74.0,22.9
Volkswagen,2018,600000,40000,Manual,First Owner,5,108.62,21.66
Hyundai,2017,1200000,25000,Manual,First Owner,5,126.2,19.67
Maruti,2013,530000,40000,Manual,First Owner,5,74.0,23.4
Maruti,2018,509999,8000,Automatic,Second Owner,5,67.0,20.51
Toyota,2015,387000,170000,Manual,First Owner,5,67.04,23.59
Maruti,2014,235000,25000,Manual,First Owner,5,47.3,22.74
Maruti,2007,100000,90000,Manual,Second Owner,5,46.3,19.7
Volkswagen,2014,565000,111000,Manual,First Owner,5,103.2,20.34
Maruti,2017,625000,15000,Manual,First Owner,5,83.1,21.4
Maruti,2016,280000,30000,Manual,Second Owner,5,47.3,22.74
Hyundai,2015,1300000,40000,Manual,First Owner,5,126.2,19.67
Maruti,2017,700000,15000,Automatic,First Owner,5,81.8,21.21
Ford,2015,600000,135000,Manual,First Owner,5,98.59,22.77
Maruti,2012,229999,120000,Manual,First Owner,5,73.94,23.2
Tata,2007,100000,90000,Manual,Third Owner,5,70.0,23.57
Hyundai,2018,850000,50000,Manual,First Owner,5,88.73,22.54
Maruti,2014,250000,40000,Manual,Second Owner,5,47.3,22.74
Tata,2012,125000,120000,Manual,First Owner,5,74.0,22.3
Hyundai,2019,458000,30000,Manual,First Owner,5,68.0,20.3
Ford,2018,950000,20000,Manual,First Owner,5,98.96,23.0
Maruti,2017,650000,21000,Manual,First Owner,5,81.8,22.0
Maruti,2013,400000,70000,Manual,First Owner,5,74.0,22.9
Maruti,2006,100000,42500,Manual,First Owner,5,46.3,19.7
Hyundai,2012,350000,25000,Manual,First Owner,5,78.9,20.36
Volkswagen,2010,250000,80000,Manual,Fourth & Above Owner,5,73.9,22.07
Renault,2016,300000,34000,Manual,First Owner,5,67.0,23.01
Renault,2017,819999,50000,Manual,First Owner,5,83.8,19.87
Tata,2010,409999,100000,Manual,Second Owner,5,70.0,19.61
Maruti,2013,497000,110000,Manual,First Owner,7,88.76,20.77
Ford,2019,975000,30000,Manual,First Owner,5,98.96,23.0
Ford,2018,620000,15000,Manual,First Owner,5,94.93,20.4
Ford,2018,950000,40000,Manual,First Owner,5,98.96,23.0
Maruti,2014,545000,110000,Manual,First Owner,7,88.76,20.77
Maruti,2011,400000,72000,Manual,First Owner,5,74.0,22.9
Maruti,2017,484999,30000,Manual,First Owner,5,81.8,20.89
Maruti,2016,574000,35000,Manual,Second Owner,5,83.14,20.85
Tata,2013,200000,167000,Manual,First Owner,5,88.8,22.3
Hyundai,2016,1100000,94000,Manual,First Owner,5,126.2,19.67
Maruti,2019,500000,10000,Manual,First Owner,5,83.1,21.4
Tata,2019,600000,5200,Manual,First Owner,5,83.81,20.3
Maruti,2013,409999,90000,Manual,Second Owner,5,74.0,22.9
Renault,2018,950000,26000,Manual,First Owner,5,108.45,19.6
Hyundai,2012,267000,40000,Manual,First Owner,5,78.9,20.36
Hyundai,2008,120000,93331,Manual,Second Owner,5,68.05,19.81
Maruti,2019,750000,6500,Automatic,First Owner,5,81.8,21.21
Toyota,2015,570000,120000,Manual,Second Owner,5,67.05,23.59
Hyundai,2012,180000,120000,Manual,Second Owner,5,55.2,21.1
Ford,2015,685000,109000,Manual,First Owner,5,89.84,22.7
Hyundai,2013,425000,101000,Manual,First Owner,5,88.76,21.9
Renault,2018,500000,31000,Manual,First Owner,5,67.0,23.01
Maruti,2016,434999,55000,Manual,First Owner,5,81.8,20.52
Hyundai,2014,700000,117000,Manual,First Owner,5,126.32,22.32
Maruti,2015,425000,75000,Manual,First Owner,5,81.8,20.52
Tata,2019,1140000,10000,Automatic,First Owner,5,108.5,21.5
Maruti,2010,215000,64000,Manual,First Owner,5,46.3,19.7
Maruti,2011,215000,50000,Manual,Second Owner,5,46.3,19.7
Maruti,2017,395000,25000,Manual,First Owner,5,67.0,21.63
Maruti,2014,300000,10000,Manual,First Owner,5,67.04,20.51
Chevrolet,2013,355000,68000,Manual,First Owner,5,76.9,22.1
Maruti,2015,180000,35000,Manual,Second Owner,5,47.3,22.74
Maruti,2013,409999,90000,Manual,First Owner,5,74.0,22.9
Maruti,2013,550000,56000,Manual,First Owner,5,74.0,23.4
Maruti,2009,155000,54000,Manual,First Owner,5,46.3,19.7
Hyundai,2018,565000,10000,Automatic,First Owner,5,68.0,20.3
Ford,2018,900000,40000,Manual,First Owner,5,98.96,23.0
Hyundai,2015,575000,60000,Manual,First Owner,5,88.73,22.54
Ford,2017,750000,37000,Manual,First Owner,5,98.96,23.0
Maruti,2018,625000,22000,Manual,First Owner,5,83.1,21.4
Hyundai,2018,799000,60000,Manual,Second Owner,5,88.73,22.54
Maruti,2013,300000,57000,Manual,Second Owner,5,67.04,20.51
Maruti,2017,850000,27000,Manual,First Owner,5,91.1,20.73
Maruti,2011,229999,40000,Manual,Second Owner,5,67.1,20.92
Maruti,2015,400000,60000,Manual,First Owner,5,67.04,23.1
Hyundai,2015,250999,43000,Manual,Second Owner,5,55.2,21.1
Maruti,2016,450000,64000,Manual,First Owner,5,81.8,20.4
Renault,2017,575000,96000,Manual,First Owner,5,83.8,19.87
Renault,2013,400000,96000,Manual,First Owner,5,83.8,20.46
Maruti,2019,480000,7600,Manual,First Owner,5,67.0,21.63
Maruti,2019,490000,7000,Manual,First Owner,5,67.0,21.63
Tata,2017,600000,50000,Manual,First Owner,5,74.0,22.95
Tata,2015,425000,80000,Manual,First Owner,5,88.7,23.0
Maruti,2015,360000,34000,Manual,First Owner,5,67.04,20.51
Hyundai,2014,755000,29340,Manual,First Owner,5,126.32,22.32
Ford,2011,215000,120000,Manual,First Owner,5,68.0,20.0
Hyundai,2007,190000,70000,Manual,Second Owner,5,68.05,19.81
Maruti,2014,438999,81000,Manual,First Owner,5,74.0,23.4
Renault,2015,550000,240000,Manual,First Owner,7,108.5,19.98
Maruti,2013,375000,88200,Manual,First Owner,5,73.94,23.2
Maruti,2016,270000,35000,Manual,First Owner,5,47.3,22.74
Tata,2011,220000,80000,Manual,First Owner,5,69.0,23.03
Maruti,2019,600000,7500,Automatic,First Owner,5,81.8,21.21
Hyundai,2016,300000,40800,Manual,First Owner,5,55.2,21.1
Maruti,2016,550000,8588,Manual,First Owner,5,81.8,22.0
Toyota,2018,670000,150000,Manual,First Owner,5,67.05,23.59
Hyundai,2016,425000,50000,Manual,First Owner,5,68.05,19.81
Mahindra,2018,750000,22000,Manual,First Owner,5,65.0,21.03
Tata,2016,475000,50000,Manual,First Owner,5,74.0,22.95
Maruti,2015,700000,120000,Manual,Second Owner,7,88.76,20.77
Maruti,2012,240000,90000,Manual,Second Owner,5,73.94,23.2
Maruti,2015,400000,30000,Manual,First Owner,5,67.04,23.1
Hyundai,2014,545000,80000,Manual,Second Owner,5,126.32,22.32
Hyundai,2016,725000,100000,Manual,First Owner,5,88.7,21.38
Maruti,2011,204999,85000,Manual,Second Owner,5,73.9,21.1
Maruti,2012,204000,110000,Manual,Third Owner,5,67.1,20.92
Hyundai,2018,350000,25000,Manual,First Owner,5,68.05,20.3
Volkswagen,2013,350000,100000,Manual,First Owner,5,103.6,20.54
Ford,2012,175000,120000,Manual,Second Owner,5,68.0,20.0
Volkswagen,2011,340000,90000,Manual,First Owner,5,103.6,20.54
Maruti,2013,360000,97000,Manual,First Owner,5,74.0,22.9
Maruti,2007,100000,60000,Manual,Third Owner,5,46.3,19.7
Maruti,2014,450000,70000,Manual,First Owner,5,74.0,23.4
Maruti,2011,215000,40000,Manual,First Owner,5,85.8,21.1
Volkswagen,2015,416000,80000,Manual,First Owner,5,88.8,20.14
Maruti,2010,145000,70000,Manual,Second Owner,5,67.1,20.92
Maruti,2016,340000,30000,Manual,Second Owner,5,67.04,20.51
Maruti,2015,300000,50000,Manual,First Owner,5,47.3,22.74
Tata,2010,170000,150000,Manual,Third Owner,5,88.8,21.12
Maruti,2013,600000,60000,Manual,Third Owner,7,88.8,20.77
Hyundai,2019,509999,5000,Manual,First Owner,5,68.0,20.3
Hyundai,2015,280000,55000,Manual,First Owner,5,78.9,20.36
Ford,2015,600000,40000,Manual,First Owner,5,98.59,22.77
Volkswagen,2019,695000,36800,Manual,First Owner,5,88.0,20.14
Maruti,2016,355000,60000,Manual,First Owner,5,67.05,21.79
Volkswagen,2018,650000,40000,Manual,First Owner,5,88.0,20.14
Maruti,2011,300000,90000,Manual,Second Owner,5,73.9,21.1
Renault,2012,225000,110000,Manual,Second Owner,5,63.12,23.08
Hyundai,2014,700000,80000,Manual,First Owner,5,126.32,22.32
Hyundai,2016,800000,80000,Manual,First Owner,5,88.73,21.19
Toyota,2010,450000,120000,Manual,Second Owner,5,87.2,21.43
Hyundai,2016,925000,79000,Manual,First Owner,5,126.2,19.67
Maruti,2013,620000,139000,Manual,First Owner,7,88.76,20.77
Renault,2019,786000,7720,Manual,First Owner,7,71.0,20.0
Maruti,2002,120000,60000,Manual,Second Owner,5,58.0,20.8
Mahindra,2016,750000,100000,Manual,First Owner,5,64.1,20.8
Maruti,2015,290000,30000,Manual,Second Owner,5,67.04,23.1
Hyundai,2019,500000,5000,Manual,First Owner,5,68.0,20.3
Tata,2013,250000,50000,Manual,First Owner,5,88.8,21.02
Tata,2013,220000,80000,Manual,First Owner,5,69.0,23.03
Ford,2017,960000,42000,Manual,First Owner,5,98.96,23.0
Maruti,2019,1025000,15000,Automatic,First Owner,5,103.25,20.28
Maruti,2017,700000,80000,Manual,First Owner,5,81.8,22.0
Ford,2016,780000,60000,Manual,First Owner,5,98.59,22.77
Hyundai,2017,1050000,70000,Manual,First Owner,5,126.32,22.32
Tata,2016,400000,100000,Manual,First Owner,5,74.0,22.95
Maruti,2009,85000,90000,Manual,Second Owner,5,46.3,19.7
Renault,2018,260000,50000,Manual,First Owner,5,67.0,23.01
Maruti,2011,155000,40000,Manual,First Owner,5,46.3,19.7
Maruti,2010,132000,105000,Manual,First Owner,5,46.3,19.7
Hyundai,2018,750000,30000,Manual,First Owner,5,88.76,22.54
Hyundai,2011,240000,80000,Manual,First Owner,5,78.9,20.36
Honda,2019,1100000,50000,Manual,Second Owner,7,98.6,21.9
Maruti,2011,325000,70000,Manual,First Owner,5,74.0,22.9
Renault,2017,800000,50000,Manual,First Owner,8,83.8,21.04
Ford,2018,950000,80000,Manual,First Owner,5,98.96,23.0
Maruti,2013,300000,120000,Manual,Fourth & Above Owner,5,74.0,22.9
Hyundai,2013,200000,68697,Manual,Third Owner,5,55.2,21.1
Maruti,2014,425000,70000,Manual,First Owner,5,73.94,23.2
Toyota,2015,790000,126000,Manual,Third Owner,5,87.2,21.43
Toyota,2015,780000,129000,Manual,Third Owner,5,87.2,21.43
